,Unnamed: 0,bodyId,type,class,subclass,hemilineage,size,predictedNt,predictedNtProb,ntAcetylcholineProb,ntGabaProb,ntGlutamateProb,somaSide,motor module,step contribution
944,944,12990,IN14A011,intrinsic neuron,CR,14A,1494972048,glutamate,0.9184451699256896,0.0237661767750978,0.0556848980486393,0.9184451699256896,LHS,,
945,945,12992,IN26X002,intrinsic neuron,IR,26X,1814127700,gaba,0.6771385073661804,0.0116743827238678,0.7100557088851929,0.2731754183769226,RHS,,
946,946,12996,AN27X016,ascending neuron,BA,27X,1854862044,glutamate,0.7969254851341248,0.1206898614764213,0.0740275979042053,0.7969254851341248,LHS,,
947,947,12999,IN01A022,intrinsic neuron,BI,01A,1700328066,acetylcholine,0.7187030911445618,0.7187030911445618,0.0447686910629272,0.2283754348754882,LHS,,
948,948,13007,INXXX126,intrinsic neuron,II,TBD,1539313738,acetylcholine,0.9204236268997192,0.9212976694107056,0.0133686317130923,0.0607666373252868,RHS,,
949,949,13009,AN08B031,ascending neuron,BA,08B,1517254892,acetylcholine,0.915628969669342,0.915628969669342,0.0130886789411306,0.063599020242691,RHS,,
950,950,13012,DNp14,descending neuron,xn,,1637905374,acetylcholine,0.9543386697769164,0.9543386697769164,0.0109149059280753,0.0329266898334026,,,
951,951,13020,DNg66,descending neuron,ad,,1542882666,gaba,0.5705164074897766,0.2257154732942581,0.5705164074897766,0.1642926633358001,,,
952,952,13025,ANXXX130,ascending neuron,BA,TBD,1564847136,gaba,0.8281024098396301,0.0137938391417264,0.8308879733085632,0.1446217894554138,RHS,,
953,953,13034,DNp53,descending neuron,xn,,1510208010,acetylcholine,0.9032529592514038,0.9032529592514038,0.0219250153750181,0.0709417983889579,,,
954,954,13038,pIP10,descending neuron,xn,,1498591309,acetylcholine,0.9479013681411744,0.9479013681411744,0.0173988994210958,0.0298384297639131,,,
955,955,13040,DNxl107,descending neuron,xl,,1572857396,glutamate,0.9067280292510986,0.0089008854702115,0.0810842886567115,0.9067280292510986,,,
956,956,13042,IN11A002,intrinsic neuron,BI,11A,1502650128,acetylcholine,0.9142666459083556,0.91914963722229,0.0125017277896404,0.0649400800466537,LHS,,
957,957,13047,IN13A018,intrinsic neuron,IR,13A,1441382211,gaba,0.7940849661827087,0.0306857451796531,0.7940849661827087,0.1690779477357864,RHS,,
958,958,13049,DNxl106,descending neuron,xl,,1497612341,acetylcholine,0.9728408455848694,0.9728408455848694,0.0080944318324327,0.0160817839205265,,,
959,959,13051,INXXX161,intrinsic neuron,BI,TBD,1500207643,gaba,0.8291749358177185,0.0080346325412392,0.8291749358177185,0.1597521901130676,RHS,,
960,960,13053,DNxn160,descending neuron,xn,,1514694503,acetylcholine,0.9595518708229064,0.9595518708229064,0.0056497910991311,0.0333019793033599,,,
961,961,13054,INXXX096,intrinsic neuron,BI,TBD,1779763282,acetylcholine,0.9107016324996948,0.9107016324996948,0.0163391437381505,0.0664080306887626,LHS,,
962,962,13056,IN16B034,intrinsic neuron,BR,16B,1573697953,glutamate,0.9066449999809264,0.0482074730098247,0.0430480502545833,0.9066449999809264,RHS,,
963,963,13061,DNg27,descending neuron,ut,,1525835710,glutamate,0.8697639107704163,0.0793018192052841,0.0487561635673046,0.8697639107704163,,,
964,964,13064,AN06B015,ascending neuron,BA,06B,1886284556,gaba,0.9359944462776184,0.0046503916382789,0.9359944462776184,0.05664724111557,LHS,,
965,965,13066,DNxl107,descending neuron,xl,,1606320086,glutamate,0.913626194000244,0.0083858231082558,0.0764781907200813,0.913626194000244,,,
966,966,13068,IN14A004,intrinsic neuron,CR,14A,2360065303,glutamate,0.8920838832855225,0.0309265218675136,0.0708151087164878,0.8921824097633362,LHS,,
967,967,13073,ANXXX200,ascending neuron,BA,TBD,1507394020,gaba,0.8823481202125549,0.0070230532437562,0.8823481202125549,0.1056500151753425,RHS,,
968,968,13077,ANXXX109,ascending neuron,BA,TBD,1756062184,gaba,0.7507643103599548,0.0246548298746347,0.7507643103599548,0.2047347873449325,RHS,,
969,969,13085,DNp28,descending neuron,xn,,1487834157,acetylcholine,0.6645164489746094,0.6645164489746094,0.0748701989650726,0.2405316680669784,,,
970,970,13088,DNxl106,descending neuron,xl,,1504600518,acetylcholine,0.979094624519348,0.979094624519348,0.0055122827179729,0.0133659075945615,,,
971,971,13089,DNp103,descending neuron,lt,,1473680205,acetylcholine,0.836998701095581,0.836998701095581,0.0477659739553928,0.1023053750395774,,,
972,972,13092,DNxl111,descending neuron,xl,,1467781181,glutamate,0.957879900932312,0.0146604655310511,0.0233066026121377,0.957879900932312,,,
973,973,13099,AN07B015,ascending neuron,BA,07B,1517084064,acetylcholine,0.979507863521576,0.979507863521576,0.0052158595062792,0.0106066828593611,LHS,,
974,974,13104,IN14A021,intrinsic neuron,CR,14A,551391973,glutamate,0.95363450050354,0.0214438699185848,0.0220306906849145,0.95363450050354,RHS,,
975,975,13108,DNxl105,descending neuron,xl,,1620338155,acetylcholine,0.9600980877876282,0.9600980877876282,0.0129343895241618,0.0211839973926544,,,
976,976,13111,IN01A030,intrinsic neuron,CR,01A,1493011928,acetylcholine,0.8342977166175842,0.8342977166175842,0.0482279434800148,0.1091905310750007,LHS,,
977,977,13113,DNxn162,descending neuron,xn,,2157340742,glutamate,0.3934006094932556,0.2275752872228622,0.2862685024738312,0.3938625454902649,,,
978,978,13115,Ti extensor MN,motor neuron,fl,TBD,3412954288,glutamate,0.4409052729606628,0.1830247789621353,0.1888694912195205,0.4491918087005615,RHS,tibia extend,swing
979,979,13116,IN03B035,intrinsic neuron,IR,03B,1452227817,gaba,0.808431088924408,0.0100111523643136,0.808431088924408,0.1782960146665573,LHS,,
980,980,13119,IN13A019,intrinsic neuron,BR,13A,1479566745,gaba,0.8304018378257751,0.0059001347981393,0.8304018378257751,0.1617483794689178,LHS,,
981,981,13122,AN12A017,ascending neuron,BA,12A,1477881182,acetylcholine,0.9676862359046936,0.9676862359046936,0.0071803699247539,0.0224571302533149,LHS,,
982,982,13123,IN06B030,intrinsic neuron,BI,06B,1711338287,gaba,0.9126681089401244,0.0037255573552101,0.9126681089401244,0.0805771723389625,RHS,,
983,983,13128,IN04B025,intrinsic neuron,IR,04B,1505293431,acetylcholine,0.9063138961791992,0.9063138961791992,0.0190922450274229,0.0702246874570846,LHS,,
984,984,13135,IN17A037,intrinsic neuron,II,17A,1482070684,acetylcholine,0.9273708462715148,0.9273708462715148,0.0080845020711421,0.060363121330738,LHS,,
985,985,13139,DNxn152,descending neuron,xn,,1499295177,gaba,0.8875952363014221,0.0090523594990372,0.8875952363014221,0.0983820185065269,,,
986,986,13141,IN21A015,intrinsic neuron,IR,21A,2141676658,glutamate,0.851090669631958,0.0250924956053495,0.1135650053620338,0.8523827791213989,RHS,,
987,987,13142,IN11A007,intrinsic neuron,BI,11A,1466787515,acetylcholine,0.9349451661109924,0.9349451661109924,0.0080077433958649,0.0548061281442642,RHS,,
988,988,13143,IN12B020,intrinsic neuron,BR,12B,1488741978,gaba,0.7810471057891846,0.0126962596550583,0.7845295071601868,0.197553351521492,LHS,,
989,989,13150,IN06A014,intrinsic neuron,BI,06A,1465878668,gaba,0.8694804906845093,0.0099805714562535,0.8694804906845093,0.1149769201874733,LHS,,
990,990,13154,IN04B013,intrinsic neuron,BR,04B,1462401764,acetylcholine,0.8376253843307495,0.8376253843307495,0.0365116186439991,0.1227184236049652,RHS,,
991,991,13156,ltm MN,motor neuron,fl,15B,924726200,glutamate,0.475025862455368,0.1600230038166046,0.1814474016427993,0.5407307147979736,LHS,substrate grip,other
992,992,13161,DNxl104,descending neuron,xl,,1468291979,gaba,0.7465471029281616,0.0062681017443537,0.7465471029281616,0.2429227530956268,,,
993,993,13163,Ti flexor MN,motor neuron,fl,15B,2321699141,glutamate,0.3821064233779907,0.1897645443677902,0.1789881438016891,0.4519168734550476,RHS,tibia flex,stance
994,994,13168,DNg39,descending neuron,xl,,1461402809,acetylcholine,0.9393812417984008,0.9393812417984008,0.0132469162344932,0.0445504710078239,,,
995,995,13169,DNg70,descending neuron,xl,,1541372165,gaba,0.8158260583877563,0.0033914777450263,0.8158260583877563,0.1747739017009735,,,
996,996,13176,IN17A025,intrinsic neuron,IR,17A,1846399123,acetylcholine,0.9253373742103576,0.9281914234161376,0.0125957001000642,0.054886370897293,RHS,,
997,997,13184,DNxn164,descending neuron,xn,,1436692130,acetylcholine,0.971787929534912,0.971787929534912,0.0055254432372748,0.0184566490352153,,,
998,998,13189,AN12B017,ascending neuron,CA,12B,1451936670,gaba,0.8861371278762817,0.0035078732762485,0.8861371278762817,0.1056356951594352,RHS,,
999,999,13194,INXXX126,intrinsic neuron,II,TBD,1476538710,acetylcholine,0.926931619644165,0.926931619644165,0.0094447722658514,0.0596152022480964,RHS,,
1000,1000,13203,DNp48,descending neuron,xn,,1471904548,acetylcholine,0.9289147853851318,0.9289147853851318,0.0206645336002111,0.0469711162149906,,,
1001,1001,13208,IN08B030,intrinsic neuron,BI,08B,1464763113,acetylcholine,0.90557199716568,0.90557199716568,0.024988243356347,0.0654007196426391,RHS,,
1002,1002,13213,AN08B031,ascending neuron,BA,08B,1457675072,acetylcholine,0.9210590720176696,0.9210590720176696,0.0095215747132897,0.0679767876863479,LHS,,
1003,1003,13226,DNp47,descending neuron,xn,,1446335833,acetylcholine,0.9588767886161804,0.9588767886161804,0.0112874070182442,0.0267322678118944,,,
1004,1004,13235,IN12A019,intrinsic neuron,BI,12A,1445192087,acetylcholine,0.9608001708984376,0.9608001708984376,0.0097414655610919,0.0266548469662666,RHS,,
1005,1005,13236,IN13B015,intrinsic neuron,BR,13B,1439102116,gaba,0.8622145652770996,0.01530974637717,0.8622145652770996,0.1148871034383773,RHS,,
1006,1006,13238,DNd05,descending neuron,xl,,1446546159,acetylcholine,0.9483699798583984,0.9483699798583984,0.0130477761849761,0.0350707098841667,,,
1007,1007,13239,DNxn102,descending neuron,xn,,1439257935,acetylcholine,0.9531130790710448,0.9531130790710448,0.0118480939418077,0.0311114937067031,,,
1008,1008,13244,DNg70,descending neuron,xl,,1468890641,gaba,0.7914283275604248,0.0029001832008361,0.7914283275604248,0.1996119916439056,,,
1009,1009,13246,INXXX468,intrinsic neuron,IR,TBD,1434138977,acetylcholine,0.8725317716598511,0.8744184374809265,0.0133101781830191,0.1099300161004066,LHS,,
1010,1010,13247,DNxl105,descending neuron,xl,,1428909368,acetylcholine,0.9656739234924316,0.9656739234924316,0.0102603025734424,0.0204601474106311,,,
1011,1011,13251,IN05B036,intrinsic neuron,BI,05B,1811707708,gaba,0.8738227486610413,0.0253239460289478,0.8738227486610413,0.0966048762202262,LHS,,
1012,1012,13255,IN14A023,intrinsic neuron,BR,14A,462318100,glutamate,0.921150803565979,0.0515397600829601,0.0254766065627336,0.9224017858505248,LHS,,
1013,1013,13256,IN06B029,intrinsic neuron,BR,06B,1671098671,gaba,0.8280419111251831,0.0055698612704873,0.8280419111251831,0.1590641885995865,LHS,,
1014,1014,13257,DNxl103,descending neuron,xl,,1467283938,acetylcholine,0.9885470867156982,0.9885470867156982,0.0020110220648348,0.0077376975677907,,,
1015,1015,13262,DNxl104,descending neuron,xl,,1435730752,gaba,0.7875268459320068,0.009094207547605,0.7875268459320068,0.1987961828708648,,,
1016,1016,13264,IN21A019,intrinsic neuron,IR,21A,1790240112,glutamate,0.9331297874450684,0.0127715542912483,0.0497252196073532,0.934042513370514,RHS,,
1017,1017,13268,DNg69,descending neuron,xl,,1546675520,acetylcholine,0.8133816719055176,0.8133816719055176,0.070856936275959,0.1080224215984344,,,
1018,1018,13273,DNxl106,descending neuron,xl,,1456224555,acetylcholine,0.9785901308059692,0.9785901308059692,0.0067422077991068,0.0118754049763083,,,
1019,1019,13278,IN17A037,intrinsic neuron,II,17A,1452777418,acetylcholine,0.9359849095344543,0.9359849095344543,0.0082639055326581,0.0510558448731899,RHS,,
1020,1020,13281,AN12B019,ascending neuron,CA,12B,1446505091,gaba,0.932132124900818,0.0100517515093088,0.932132124900818,0.053282156586647,LHS,,
1021,1021,13283,Ti flexor MN,motor neuron,fl,15B,1599802354,glutamate,0.5441502332687378,0.0521248131990432,0.1716218590736389,0.6386183500289917,RHS,tibia flex,stance
1022,1022,13285,IN12B020,intrinsic neuron,BR,12B,1425233955,gaba,0.7933231592178345,0.0115150101482868,0.7933231592178345,0.1903495490550995,LHS,,
1023,1023,13291,DNxn164,descending neuron,xn,,1456249543,acetylcholine,0.9650956392288208,0.9650956392288208,0.0061399792321026,0.0251749586313962,,,
1024,1024,13299,DNxn152,descending neuron,xn,,1408784050,gaba,0.8877652287483215,0.0074528916738927,0.8877652287483215,0.1017628088593483,,,
1025,1025,13300,Sternal anterior rotator MN,motor neuron,fl,TBD,2100729574,glutamate,0.3916445672512054,0.2880706787109375,0.1171231046319007,0.3096771538257599,RHS,coxa swing,swing
1026,1026,13304,IN09A006,intrinsic neuron,IR,09A,2759781532,gaba,0.6664352416992188,0.0039720083586871,0.6664352416992188,0.3249103128910064,RHS,,
1027,1027,13309,AN19B015,ascending neuron,BA,19B,2785398325,acetylcholine,0.9497055411338806,0.9538455009460448,0.0079645225778222,0.0341796725988388,RHS,,
1028,1028,13310,IN13A015,intrinsic neuron,IR,13A,1368874374,gaba,0.9512767791748048,0.0029128743335604,0.9512767791748048,0.0441943183541297,LHS,,
1029,1029,13326,DNg30,descending neuron,xn,,1487763760,acetylcholine,0.6324027180671692,0.6324027180671692,0.3248765170574188,0.022732276469469,,,
1030,1030,13333,ANXXX106,ascending neuron,BA,TBD,1769664044,gaba,0.929613471031189,0.0037123737856745,0.9315248727798462,0.0589072257280349,RHS,,
1031,1031,13336,DNxn122,descending neuron,xn,,1406536817,acetylcholine,0.8842823505401611,0.8842823505401611,0.0167736057192087,0.0950741022825241,,,
1032,1032,13343,DNxn160,descending neuron,xn,,1425013182,acetylcholine,0.9488790035247804,0.9488790035247804,0.0088879382237792,0.0402466654777526,,,
1033,1033,13344,AN12B017,ascending neuron,CA,12B,1401096528,gaba,0.9020199179649352,0.0075545911677181,0.9020199179649352,0.0874952375888824,LHS,,
1034,1034,13345,INXXX161,intrinsic neuron,BI,TBD,1422462445,gaba,0.8174498081207275,0.0080379759892821,0.8174498081207275,0.1719161421060562,LHS,,
1035,1035,13348,DNxn151,descending neuron,xn,,1397698957,acetylcholine,0.9730166792869568,0.9730166792869568,0.0050576543435454,0.0182925723493099,,,
1036,1036,13351,IN12A021,intrinsic neuron,BI,12A,1428736791,acetylcholine,0.9316030740737916,0.9318554401397704,0.0172041226178407,0.0449254922568798,LHS,,
1037,1037,13358,IN06B029,intrinsic neuron,BR,06B,1591593797,gaba,0.8446936011314392,0.0044300067238509,0.8459464907646179,0.1458236575126648,RHS,,
1038,1038,13361,IN06B008,intrinsic neuron,BI,06B,2667755787,gaba,0.7333309650421143,0.0069669988006353,0.7269642353057861,0.2603165507316589,LHS,,
1039,1039,13364,IN14A008,intrinsic neuron,CR,14A,1392368687,glutamate,0.941374897956848,0.0161840207874774,0.0392140857875347,0.941374897956848,RHS,,
1040,1040,13365,DNad006,descending neuron,ad,,1494630881,acetylcholine,0.8569263815879822,0.8569263815879822,0.0782398432493209,0.0574829019606113,,,
1041,1041,13383,IN03A019,intrinsic neuron,IR,03A,1389912236,acetylcholine,0.9392857551574708,0.9392857551574708,0.0091603631153702,0.0473516397178173,LHS,,
1042,1042,13387,DNxl103,descending neuron,xl,,1400600761,acetylcholine,0.9852875471115112,0.9852875471115112,0.0019480892224237,0.0099366502836346,,,
1043,1043,13390,AN06B034,ascending neuron,BA,06B,1419260272,gaba,0.9137630462646484,0.0132752014324069,0.9137630462646484,0.0705849453806877,RHS,,
1044,1044,13397,Acc. ti flexor MN,motor neuron,fl,15B,1561293008,glutamate,0.4593211114406585,0.0839994177222251,0.3287991285324096,0.4868697822093963,LHS,tibia flex,stance
1045,1045,13399,Ti flexor MN,motor neuron,fl,15B,1832574066,glutamate,0.6011782288551331,0.0662568211555481,0.1447333395481109,0.5934032797813416,RHS,tibia flex,stance
1046,1046,13400,AN06A015,ascending neuron,BA,06A,1408768525,gaba,0.9014092683792114,0.0046884375624358,0.9014092683792114,0.0924245938658714,RHS,,
1047,1047,13405,DNxn007,descending neuron,xn,,1371614375,glutamate,0.9589651226997375,0.0117297722026705,0.0268203783780336,0.9589651226997375,,,
1048,1048,13409,IN04B009,intrinsic neuron,IR,04B,1400112646,acetylcholine,0.7946314215660095,0.7957548499107361,0.0491289608180522,0.150832399725914,LHS,,
1049,1049,13411,DNxn175,descending neuron,xn,,1422535726,acetylcholine,0.9733749032020568,0.9733749032020568,0.0074386331252753,0.0169433262199163,,,
1050,1050,13414,AN04B003,ascending neuron,IA,04B,1674619007,acetylcholine,0.9455424547195436,0.9455424547195436,0.0123908603563904,0.0267638638615608,RHS,,
1051,1051,13417,pIP10,descending neuron,xn,,1488902397,acetylcholine,0.9429927468299866,0.9429927468299866,0.0213320162147283,0.0294258240610361,,,
1052,1052,13419,DNxl106,descending neuron,xl,,1380299432,acetylcholine,0.9779030084609984,0.9779030084609984,0.0056775081902742,0.0143270529806613,,,
1053,1053,13422,AN08B023,ascending neuron,BA,08B,1769276506,acetylcholine,0.9659813642501832,0.9659813642501832,0.0055301496759057,0.0250813271850347,RHS,,
1054,1054,13424,IN23B009,intrinsic neuron,BR,23B,1692291838,acetylcholine,0.881741464138031,0.8822796940803528,0.0228612553328275,0.0878509208559989,LHS,,
1055,1055,13426,IN12B020,intrinsic neuron,BR,12B,1378184957,gaba,0.7999368906021118,0.0112282978370785,0.7999368906021118,0.187446117401123,RHS,,
1056,1056,13428,DNd04,descending neuron,xl,,1381393476,glutamate,0.9560524821281432,0.0059617650695145,0.0353258773684501,0.9560524821281432,,,
1057,1057,13433,IN12A016,intrinsic neuron,BI,12A,1392321115,acetylcholine,0.9434718489646912,0.9434718489646912,0.0131074283272027,0.039717998355627,RHS,,
1058,1058,13436,AN04B003,ascending neuron,IA,04B,1643531968,acetylcholine,0.8764778971672058,0.8764778971672058,0.0170745477080345,0.0862366929650306,LHS,,
1059,1059,13437,IN02A015,intrinsic neuron,BI,02A,1365561002,acetylcholine,0.8954936861991882,0.8954936861991882,0.0304485019296407,0.0688321217894554,RHS,,
1060,1060,13438,MDN,descending neuron,xn,,1354470639,acetylcholine,0.9698650240898132,0.9698650240898132,0.0100501179695129,0.0179690849035978,,,
1061,1061,13443,DNg27,descending neuron,ut,,1424609864,glutamate,0.8883970975875854,0.059392049908638,0.0501635409891605,0.8883970975875854,,,
1062,1062,13454,AN06B034,ascending neuron,BA,06B,1375170464,gaba,0.91359680891037,0.0096987951546907,0.915705680847168,0.0685319826006889,LHS,,
1063,1063,13455,IN04B010,intrinsic neuron,BR,04B,1372716092,acetylcholine,0.9336702227592468,0.9336702227592468,0.0191235039383173,0.0421399213373661,LHS,,
1064,1064,13460,IN08B033,intrinsic neuron,BI,08B,1366853368,acetylcholine,0.9589614868164062,0.9589614868164062,0.0084590511396527,0.0295051746070384,LHS,,
1065,1065,13464,Tergopleural/Pleural promotor MN,motor neuron,fl,TBD,1376211589,glutamate,0.5187972784042358,0.1843659877777099,0.1318425983190536,0.5068356394767761,RHS,coxa swing,swing
1066,1066,13465,IN04B026,intrinsic neuron,IR,04B,1415135204,acetylcholine,0.8344399333000183,0.8353055715560913,0.0426599308848381,0.1140469089150428,RHS,,
1067,1067,13466,DNxl022,descending neuron,xl,,1349096389,acetylcholine,0.9597570300102234,0.9597570300102234,0.0065747457556426,0.0311420280486345,,,
1068,1068,13471,IN08B030,intrinsic neuron,BI,08B,1353065790,acetylcholine,0.9372442364692688,0.9383429884910583,0.0199728962033987,0.0368902496993541,LHS,,
1069,1069,13473,DNxl102,descending neuron,xl,,1434457312,acetylcholine,0.9717753529548644,0.9717753529548644,0.0072998502291738,0.0179430935531854,,,
1070,1070,13481,DNg30,descending neuron,xn,,1575977946,acetylcholine,0.6777406930923462,0.6777406930923462,0.2834909856319427,0.0200586467981338,,,
1071,1071,13483,DNxn102,descending neuron,xn,,1437512635,acetylcholine,0.9682596325874328,0.9682596325874328,0.0081782191991806,0.0217533539980649,,,
1072,1072,13484,AN23B010,ascending neuron,BA,23B,1349917062,acetylcholine,0.9843319058418274,0.9843319058418274,0.0039077559486031,0.010380488820374,RHS,,
1073,1073,13488,IN19A142,intrinsic neuron,BI,19A,1927068805,gaba,0.657569944858551,0.0126834558323025,0.657569944858551,0.3241815865039825,RHS,,
1074,1074,13490,Tergopleural/Pleural promotor MN,motor neuron,fl,TBD,1382555654,glutamate,0.5968959927558899,0.1688517481088638,0.174770712852478,0.5968959927558899,LHS,coxa swing,swing
1075,1075,13491,DNp48,descending neuron,xn,,1376348387,acetylcholine,0.9171923995018004,0.9171923995018004,0.0251576323062181,0.052883394062519,,,
1076,1076,13496,DNut059,descending neuron,ut,,1709046412,gaba,0.5282384753227234,0.180555909872055,0.5282384753227234,0.2299500256776809,,,
1077,1077,13500,IN16B032,intrinsic neuron,IR,16B,1522580282,glutamate,0.925775706768036,0.0137832397595047,0.0533263273537159,0.9273645877838136,RHS,,
1078,1078,13501,IN03A017,intrinsic neuron,IR,03A,1358987146,acetylcholine,0.8609735369682312,0.8620008230209351,0.0240501500666141,0.1107238456606864,LHS,,
1079,1079,13502,DNxl102,descending neuron,xl,,1347778332,acetylcholine,0.9646902084350586,0.9646902084350586,0.0113922506570816,0.0205866880714893,,,
1080,1080,13506,IN04B013,intrinsic neuron,BR,04B,1348694820,acetylcholine,0.8268298506736755,0.8268298506736755,0.0304757580161094,0.1400697082281112,LHS,,
1081,1081,13508,INXXX089,intrinsic neuron,BI,TBD,1647461045,acetylcholine,0.913793444633484,0.9144670367240906,0.0116683030501008,0.0708899646997451,RHS,,
1082,1082,13509,ANXXX131,ascending neuron,CA,TBD,1708175863,acetylcholine,0.8979895114898682,0.8979895114898682,0.0150921596214175,0.0782221257686615,RHS,,
1083,1083,13517,DNxn175,descending neuron,xn,,1412046756,acetylcholine,0.9777426719665528,0.9777426719665528,0.0058897826820611,0.014686556532979,,,
1084,1084,13536,vPR9,intrinsic neuron,BI,00A,1332780860,gaba,0.7365454435348511,0.0068470411933958,0.7373098731040955,0.2544618546962738,Midline,,
1085,1085,13537,AN12B011,ascending neuron,CA,12B,2020827469,glutamate,0.5233646631240845,0.1142099201679229,0.3400264382362366,0.5232875347137451,LHS,,
1086,1086,13542,DNut037,descending neuron,ut,,1313510482,acetylcholine,0.7086549997329712,0.7086549997329712,0.0370033718645572,0.2428769171237945,,,
1087,1087,13545,IN03A018,intrinsic neuron,BI,03A,1343314144,acetylcholine,0.9122589826583862,0.9122589826583862,0.0104771731421351,0.0751406848430633,LHS,,
1088,1088,13548,DNxn103,descending neuron,xn,,1551305201,gaba,0.4338792562484741,0.2379801720380783,0.4353143274784088,0.2644005119800567,,,
1089,1089,13550,IN12A016,intrinsic neuron,BI,12A,1372429608,acetylcholine,0.8999687433242798,0.8999687433242798,0.0256788600236177,0.0689617916941642,RHS,,
1090,1090,13551,ANXXX145,ascending neuron,BA,TBD,1332666649,acetylcholine,0.9413405060768129,0.9413405060768129,0.01336978841573,0.0375570878386497,LHS,,
1091,1091,13553,DNg68,descending neuron,xn,,1405305952,acetylcholine,0.8187397122383118,0.8192033767700195,0.1640998721122741,0.0108376778662204,,,
1092,1092,13555,IN11A002,intrinsic neuron,BI,11A,1349392206,acetylcholine,0.9226365089416504,0.9237468242645264,0.0113663906231522,0.0609358362853527,RHS,,
1093,1093,13556,DNg91,descending neuron,ut,,1330155450,acetylcholine,0.9304901957511902,0.9304901957511902,0.0117508713155984,0.0536567419767379,,,
1094,1094,13560,INXXX045,intrinsic neuron,BI,TBD,4188556061,glutamate,0.607342004776001,0.1164424940943718,0.2488874047994613,0.6071917414665222,RHS,,
1095,1095,13563,Ti flexor MN,motor neuron,fl,15B,2663161350,glutamate,0.4092726707458496,0.1029352322220802,0.1507201641798019,0.5192941427230835,RHS,tibia flex,stance
1096,1096,13568,INXXX135,intrinsic neuron,BR,TBD,1663902249,gaba,0.926645576953888,0.0069245677441358,0.926645576953888,0.05752944201231,LHS,,
1097,1097,13569,INXXX204,intrinsic neuron,BI,TBD,1355210495,gaba,0.9171440005302428,0.0150730004534125,0.9171440005302428,0.0622698999941349,LHS,,
1098,1098,13575,INXXX161,intrinsic neuron,BI,TBD,1335426184,gaba,0.7878849506378174,0.0114872232079505,0.7878849506378174,0.1981513500213623,RHS,,
1099,1099,13577,IN02A034,intrinsic neuron,II,02A,440985794,glutamate,0.9267805814743042,0.0167581308633089,0.0558271743357181,0.9267805814743042,RHS,,
1100,1100,13580,IN00A009,intrinsic neuron,BR,00A,1792530455,gaba,0.8384149074554443,0.0043291044421494,0.8375253677368164,0.1504572182893753,Midline,,
1101,1101,13582,IN20A.22A091,intrinsic neuron,IR,20A.22A,214133737,acetylcholine,0.7733041048049927,0.7721671462059021,0.0897475704550743,0.1244840770959854,RHS,,
1102,1102,13589,IN04B010,intrinsic neuron,BR,04B,1360032265,acetylcholine,0.9276403784751892,0.9287460446357728,0.016537757590413,0.0519584417343139,LHS,,
1103,1103,13592,DNxl101,descending neuron,xl,,1345433030,acetylcholine,0.973410964012146,0.973410964012146,0.0066764522343873,0.015784628689289,,,
1104,1104,13624,AN12B017,ascending neuron,CA,12B,1606710128,gaba,0.9381386637687684,0.0043620713986456,0.9400972127914428,0.0477819889783859,RHS,,
1105,1105,13627,IN02A029,intrinsic neuron,II,02A,899075212,glutamate,0.9329401850700378,0.0105269066989421,0.0537154823541641,0.9329401850700378,LHS,,
1106,1106,13628,Pleural remotor/abductor MN,motor neuron,fl,TBD,1893845608,glutamate,0.4400208592414856,0.1238162517547607,0.2877117395401001,0.4353270530700683,LHS,coxa stance,stance
1107,1107,13633,IN14B013,intrinsic neuron,BR,14B,883904976,glutamate,0.976634442806244,0.0125773223116993,0.0074500376358628,0.976634442806244,LHS,,
1108,1108,13635,IN03B042,intrinsic neuron,IR,03B,1352386232,gaba,0.8886259198188782,0.0077299932017922,0.8886259198188782,0.0982886031270027,LHS,,
1109,1109,13639,IN08B037,intrinsic neuron,BI,08B,1220165412,acetylcholine,0.5551410913467407,0.5551410913467407,0.1190231442451477,0.3126467764377594,RHS,,
1110,1110,13641,IN14A010,intrinsic neuron,CR,14A,1337196021,glutamate,0.9096627235412598,0.0391310974955558,0.0481538958847522,0.9096627235412598,LHS,,
1111,1111,13649,TN1c,intrinsic neuron,II,12A,978946694,acetylcholine,0.91984623670578,0.91984623670578,0.0121119217947125,0.0640312060713768,RHS,,
1112,1112,13652,IN12A021,intrinsic neuron,BI,12A,1347801436,acetylcholine,0.924063205718994,0.9242595434188844,0.0180023126304149,0.0521107465028762,RHS,,
1113,1113,13653,IN08B040,intrinsic neuron,BI,08B,1149218921,acetylcholine,0.8524335026741028,0.8524335026741028,0.0303916838020086,0.1099802255630493,RHS,,
1114,1114,13658,GFC1,intrinsic neuron,BI,18B,2450145132,glutamate,0.5094459652900696,0.2820334136486053,0.1568047404289245,0.5109627842903137,LHS,,
1115,1115,13660,DNg39,descending neuron,xl,,1283765988,acetylcholine,0.9150630235671996,0.9150630235671996,0.0167999248951673,0.0638472884893417,,,
1116,1116,13662,IN12A021,intrinsic neuron,BI,12A,1368085696,acetylcholine,0.9024837613105774,0.9009866118431092,0.0306589771062135,0.0586936175823211,LHS,,
1117,1117,13670,IN21A019,intrinsic neuron,IR,21A,1567211554,glutamate,0.9355847239494324,0.0080688716843724,0.0556450262665748,0.9358973503112792,LHS,,
1118,1118,13672,IN19B038,intrinsic neuron,BR,19B,1313664995,acetylcholine,0.8856810927391052,0.8927429914474487,0.0131102772429585,0.0882975831627845,RHS,,
