,Unnamed: 0,bodyId,type,class,subclass,hemilineage,size,predictedNt,predictedNtProb,somaSide,motor module,step contribution
538,538,11518,IN17A018,intrinsic neuron,IR,17A,2372154412,acetylcholine,0.9475246647184852,RHS,,
539,539,11524,AN17A013,ascending neuron,IA,17A,2379966378,acetylcholine,0.9447447175258644,LHS,,
540,540,11525,IN06B015,intrinsic neuron,BI,06B,2366458382,gaba,0.6135287537026779,LHS,,
541,541,11526,IN06B015,intrinsic neuron,BI,06B,2484287492,gaba,0.5937193122493631,RHS,,
542,542,11527,IN08A007,intrinsic neuron,BR,08A,2510267794,glutamate,0.9205445213813256,RHS,,
543,543,11531,IN21A009,intrinsic neuron,IR,21A,2358821852,glutamate,0.8844928138275233,RHS,,
544,544,11532,IN06A047,intrinsic neuron,BI,06A,2354610377,glutamate,0.898648077212248,RHS,,
545,545,11541,DNxl122,descending neuron,xl,,2340717021,acetylcholine,0.9414836070461527,,,
546,546,11542,,ascending neuron,BA,TBD,2410601136,acetylcholine,0.9300207683308424,RHS,,
547,547,11548,DNg29,descending neuron,xn,,2314067095,acetylcholine,0.9583535502880646,,,
548,548,11552,AN19B017,ascending neuron,BA,19B,2330388505,acetylcholine,0.9230385666381188,RHS,,
549,549,11556,IN17A018,intrinsic neuron,IR,17A,2332456771,acetylcholine,0.9243301092201152,LHS,,
550,550,11559,IN03B022,intrinsic neuron,II,03B,2332883795,gaba,0.8607378987483254,RHS,,
551,551,11560,AN07B009,ascending neuron,BA,07B,2374336493,glutamate,0.9352906688411688,RHS,,
552,552,11561,DNp32,descending neuron,xl,,2399682516,gaba,0.8413926929531205,,,
553,553,11563,AN08B009,ascending neuron,BA,08B,2710545479,acetylcholine,0.6588178145920041,LHS,,
554,554,11568,DNxl121,descending neuron,xl,,1942650226,acetylcholine,0.9835323746434104,,,
555,555,11573,DNxn176,descending neuron,xn,,2270121684,acetylcholine,0.9092561809597456,,,
556,556,11577,IN12B005,intrinsic neuron,BI,12B,2313694405,gaba,0.8228517205263027,LHS,,
557,557,11579,DNxn094,descending neuron,xn,,2322413010,acetylcholine,0.96463171363065,,,
558,558,11583,IN11A005,intrinsic neuron,IR,11A,1180794417,acetylcholine,0.8438972664510525,LHS,,
559,559,11586,IN10B002,intrinsic neuron,BR,10B,2331434088,acetylcholine,0.9452485110514316,RHS,,
560,560,11587,AN09A006,ascending neuron,BA,09A,2324333682,gaba,0.8153624994813743,LHS,,
561,561,11588,DNp05,descending neuron,xn,,2333096823,acetylcholine,0.9024677222597692,,,
562,562,11589,IN21A010,intrinsic neuron,IR,21A,2334140959,acetylcholine,0.6684675797187916,LHS,,
563,563,11590,IN09A007,intrinsic neuron,II,09A,2270408021,gaba,0.7992909618876404,RHS,,
564,564,11595,IN06B015,intrinsic neuron,BI,06B,2292795591,gaba,0.6043546884987719,RHS,,
565,565,11597,AN01A014,ascending neuron,BA,01A,2296789919,acetylcholine,0.888858566029349,LHS,,
566,566,11609,IN14B004,intrinsic neuron,BI,14B,2306650737,glutamate,0.9374338619054884,LHS,,
567,567,11613,DNxl120,descending neuron,xl,,2274298039,gaba,0.8757093087403832,,,
568,568,11616,DNxl124,descending neuron,xl,,2254917132,acetylcholine,0.9103125539688828,,,
569,569,11621,DNxn182,descending neuron,xn,,2302166285,gaba,0.745885371265382,,,
570,570,11622,DNg29,descending neuron,xn,,2263859010,acetylcholine,0.9475315783542444,,,
571,571,11626,IN17A019,intrinsic neuron,II,17A,2287541611,acetylcholine,0.9429706840529828,RHS,,
572,572,11628,AN19B020,ascending neuron,BA,19B,2355677494,acetylcholine,0.9551469177065391,RHS,,
573,573,11634,AN09A004,ascending neuron,XA,09A,2678671867,glutamate,0.3998906136010632,RHS,,
574,574,11636,IN20A.22A003,intrinsic neuron,BR,20A.22A,2128838283,acetylcholine,0.6122083315585142,LHS,,
575,575,11637,DNxn095,descending neuron,xn,,2312258991,glutamate,0.9358670467046684,,,
576,576,11640,IN13A008,intrinsic neuron,IR,13A,2290815195,gaba,0.5709031857482918,LHS,,
577,577,11647,DNxn163,descending neuron,xn,,2251031425,acetylcholine,0.9717539782359867,,,
578,578,11649,IN03B018,intrinsic neuron,BI,03B,2581051104,gaba,0.8829949548180723,RHS,,
579,579,11651,IN20A.22A004,intrinsic neuron,BI,20A.22A,2017430650,acetylcholine,0.9025272511970822,LHS,,
580,580,11653,IN14B004,intrinsic neuron,BI,14B,2259743483,glutamate,0.954104365687918,RHS,,
581,581,11656,IN13B003,intrinsic neuron,BR,13B,2635595326,gaba,0.8797844367504136,RHS,,
582,582,11657,Ti extensor MN,motor neuron,fl,TBD,2785439407,glutamate,0.4693001440402302,LHS,tibia extend,swing
583,583,11660,DNxn095,descending neuron,xn,,2294440657,glutamate,0.945640633420886,,,
584,584,11662,IN03B022,intrinsic neuron,II,03B,2249830921,gaba,0.9118217019616944,LHS,,
585,585,11665,AN17A012,ascending neuron,BA,17A,2649531375,acetylcholine,0.973569249550523,LHS,,
586,586,11666,,intrinsic neuron,IR,TBD,1560742028,glutamate,0.8652793567508966,LHS,,
587,587,11668,IN18B011,intrinsic neuron,BI,18B,2256423214,acetylcholine,0.9452962786083234,LHS,,
588,588,11684,DNp19,descending neuron,xn,,2237654279,acetylcholine,0.810200814093441,,,
589,589,11688,IN01A018,intrinsic neuron,BI,01A,2172812217,acetylcholine,0.8694286944653687,LHS,,
590,590,11690,IN07B015,intrinsic neuron,BI,07B,2263929889,acetylcholine,0.7492206907397291,RHS,,
591,591,11693,DNxn182,descending neuron,xn,,2284353468,gaba,0.7486327356058317,,,
592,592,11694,AN08B009,ascending neuron,BA,08B,2500828348,acetylcholine,0.8689923594230813,RHS,,
593,593,11696,IN18B004,intrinsic neuron,BI,18B,2230065924,acetylcholine,0.958434801895994,LHS,,
594,594,11697,DNxn162,descending neuron,xn,,2369740316,glutamate,0.4128078448134566,,,
595,595,11701,AN08B014,ascending neuron,BA,08B,2244600432,acetylcholine,0.9356618567191142,LHS,,
596,596,11702,AN08B009,ascending neuron,BA,08B,2987724442,acetylcholine,0.7152840434750998,RHS,,
597,597,11703,IN09B004,intrinsic neuron,BI,09B,1992138241,acetylcholine,0.9426382124326826,LHS,,
598,598,11706,Ti extensor MN,motor neuron,fl,TBD,4174841466,glutamate,0.4723596479573513,RHS,tibia extend,swing
599,599,11707,,ascending neuron,BA,TBD,2219131426,acetylcholine,0.907750692722619,RHS,,
600,600,11709,IN21A007,intrinsic neuron,IR,21A,2847965662,glutamate,0.8718303591327264,RHS,,
601,601,11710,IN19A002,intrinsic neuron,BR,19A,2650998861,gaba,0.8685855361882957,LHS,,
602,602,11711,IN02A004,intrinsic neuron,BI,02A,2609326809,glutamate,0.3764161664312322,RHS,,
603,603,11718,DNp19,descending neuron,xn,,2204737557,acetylcholine,0.8221010982507128,,,
604,604,11720,AN07B008,ascending neuron,BA,07B,3305708441,acetylcholine,0.9333058427567776,LHS,,
605,605,11723,,ascending neuron,IA,TBD,2663090581,gaba,0.624477588887261,RHS,,
606,606,11729,,intrinsic neuron,BI,TBD,2277466623,acetylcholine,0.9492296892577292,LHS,,
607,607,11731,DNxl123,descending neuron,xl,,2191074465,gaba,0.8135760760932781,,,
608,608,11732,,ascending neuron,BA,TBD,2286022223,acetylcholine,0.9686673829280086,LHS,,
609,609,11734,IN03A003,intrinsic neuron,IR,03A,2205592133,acetylcholine,0.8311081641460142,RHS,,
610,610,11736,IN19A016,intrinsic neuron,II,19A,2266684884,acetylcholine,0.693606342277672,LHS,,
611,611,11740,IN06B016,intrinsic neuron,BI,06B,2218281291,gaba,0.6891778483403422,RHS,,
612,612,11741,,ascending neuron,BA,TBD,2564559734,acetylcholine,0.7729374832205955,RHS,,
613,613,11743,DNxn094,descending neuron,xn,,2183132548,acetylcholine,0.9648140596744428,,,
614,614,11744,IN08A006,intrinsic neuron,IR,08A,2562333879,glutamate,0.902450623798726,LHS,,
615,615,11746,AN06B011,ascending neuron,BA,06B,2642043701,acetylcholine,0.6535660295620883,RHS,,
616,616,11747,IN19A008,intrinsic neuron,IR,19A,2182884036,gaba,0.8136348347942677,LHS,,
617,617,11751,IN15A001,intrinsic neuron,IR,15A,2180476120,acetylcholine,0.9035433709149836,LHS,,
618,618,11753,SNppxx,sensory neuron,mesothoracic leg TrCS,,1041359901,glutamate,0.6176391731521412,,,
619,619,11766,IN09A008,intrinsic neuron,IR,09A,2545301290,gaba,0.909201132992815,RHS,,
620,620,11769,IN12A011,intrinsic neuron,II,12A,2115564988,acetylcholine,0.9617291130791432,LHS,,
621,621,11770,IN13A005,intrinsic neuron,BR,13A,2810079587,gaba,0.671846394814156,RHS,,
622,622,11772,DNxl122,descending neuron,xl,,2139746827,acetylcholine,0.9125849741794756,,,
623,623,11775,IN10B002,intrinsic neuron,BR,10B,2165474852,acetylcholine,0.947106237835162,LHS,,
624,624,11780,IN13A015,intrinsic neuron,IR,13A,1906038323,gaba,0.7705558001534583,LHS,,
625,625,11782,IN14A001,intrinsic neuron,CR,14A,2188151351,glutamate,0.9400043411682082,LHS,,
626,626,11786,ltm MN,motor neuron,fl,15B,2176701414,glutamate,0.444450120076391,RHS,substrate grip,other
627,627,11787,AN06B014,ascending neuron,BA,06B,2147186475,gaba,0.8350597579005572,RHS,,
628,628,11792,IN16B006,intrinsic neuron,IR,16B,2115703525,glutamate,0.9427905679932178,LHS,,
629,629,11798,DNxn181,descending neuron,xn,,2154643821,gaba,0.7130620025583341,,,
630,630,11799,IN19A010,intrinsic neuron,IR,19A,2341718727,gaba,0.7577812124527373,LHS,,
631,631,11801,IN03B018,intrinsic neuron,BI,03B,2464520594,gaba,0.8902469209404037,LHS,,
632,632,11803,DNxl120,descending neuron,xl,,2224135349,gaba,0.8782791874562001,,,
633,633,11812,IN17A016,intrinsic neuron,IR,17A,2158153309,acetylcholine,0.8746253171788684,LHS,,
634,634,11818,,ascending neuron,BA,TBD,2168055434,acetylcholine,0.9134876643186576,LHS,,
635,635,11824,DNg14,descending neuron,hl,,2175063218,acetylcholine,0.7280612152229243,,,
636,636,11831,IN03A007,intrinsic neuron,IR,03A,2856885523,acetylcholine,0.7140245262317692,RHS,,
637,637,11833,IN19A010,intrinsic neuron,IR,19A,2612395727,gaba,0.5911064015348888,RHS,,
638,638,11836,IN17A020,intrinsic neuron,IR,17A,2267993205,acetylcholine,0.8449216682600273,RHS,,
639,639,11839,DNxn180,descending neuron,xn,,2237792761,gaba,0.7862588428198471,,,
640,640,11850,IN17A016,intrinsic neuron,IR,17A,2422908128,acetylcholine,0.8241745916915744,RHS,,
641,641,11853,IN16B006,intrinsic neuron,IR,16B,2105256927,glutamate,0.9202863820969118,RHS,,
642,642,11854,IN21A010,intrinsic neuron,IR,21A,2224022373,acetylcholine,0.6096655047768433,RHS,,
643,643,11856,DNxl119,descending neuron,xl,,2143258085,acetylcholine,0.9374847522555806,,,
644,644,11859,DNxl118,descending neuron,xl,,2215542818,gaba,0.8429240073738604,,,
645,645,11861,IN01A012,intrinsic neuron,CR,01A,2177426228,acetylcholine,0.9300070398551816,LHS,,
646,646,11865,AN07B009,ascending neuron,BA,07B,2228877453,glutamate,0.9563441390770354,LHS,,
647,647,11869,AN07B021,ascending neuron,BA,07B,1522493303,acetylcholine,0.8614690322159234,RHS,,
648,648,11872,AN10B001,ascending neuron,BA,10B,2445642104,acetylcholine,0.9585714278234676,LHS,,
649,649,11885,AN04B003,ascending neuron,IA,04B,2229448112,acetylcholine,0.942868304437158,RHS,,
650,650,11886,,ascending neuron,CA,TBD,2135982933,acetylcholine,0.9126989256699786,LHS,,
651,651,11887,DNxl118,descending neuron,xl,,2089849920,gaba,0.8231434843447785,,,
652,652,11892,IN09B004,intrinsic neuron,BI,09B,2123837591,acetylcholine,0.9123532060438464,RHS,,
653,653,11894,DNp34,descending neuron,xl,,2094394634,acetylcholine,0.9805581695217191,,,
654,654,11909,AN19B017,ascending neuron,BA,19B,2458049908,acetylcholine,0.9395323751556228,LHS,,
655,655,11910,IN01A022,intrinsic neuron,BI,01A,1814281114,acetylcholine,0.7184869622264164,RHS,,
656,656,11912,IN26X002,intrinsic neuron,IR,26X,2407579214,gaba,0.8748998173713685,LHS,,
657,657,11913,AN12B004,ascending neuron,BA,12B,2387183328,gaba,0.8882615811429531,RHS,,
658,658,11917,IN27X003,intrinsic neuron,BI,27X,2077414392,gaba,0.6421513205843219,RHS,,
659,659,11924,IN17A015,intrinsic neuron,BR,17A,2446665181,acetylcholine,0.8353201505831388,LHS,,
660,660,11925,IN09A005,intrinsic neuron,IR,09A,2351905260,gaba,0.5965479784788824,LHS,,
661,661,11930,DNxl051,descending neuron,xl,,2058614192,acetylcholine,0.9639201782211833,,,
662,662,11931,DNp34,descending neuron,xl,,2079028778,acetylcholine,0.9752854334079724,,,
663,663,11936,IN19A008,intrinsic neuron,IR,19A,2154662307,gaba,0.7604959856979149,RHS,,
664,664,11938,DNp26,descending neuron,xn,,2030749241,acetylcholine,0.7543283283580152,,,
665,665,11941,IN21A014,intrinsic neuron,IR,21A,2407256616,glutamate,0.8649558226649956,LHS,,
666,666,11942,,ascending neuron,BA,TBD,2131565602,acetylcholine,0.9724963862747212,RHS,,
667,667,11947,IN21A009,intrinsic neuron,IR,21A,2464679670,glutamate,0.917339628227418,LHS,,
668,668,11948,IN21A019,intrinsic neuron,BR,21A,2045573271,acetylcholine,0.793128388202936,RHS,,
669,669,11955,IN01A015,intrinsic neuron,CR,01A,2026605469,acetylcholine,0.8126387071786006,RHS,,
670,670,11958,IN13B006,intrinsic neuron,CR,13B,2066835447,gaba,0.8144814174299845,RHS,,
671,671,11959,DNxn096,descending neuron,xn,,4375046907,gaba,0.9039970342604048,,,
672,672,11961,DNxl126,descending neuron,xl,,2410857356,gaba,0.5446200546205727,,,
673,673,11966,IN17A019,intrinsic neuron,II,17A,2049264500,acetylcholine,0.9226068695057248,LHS,,
674,674,11968,DNxn181,descending neuron,xn,,2112265317,gaba,0.7382914206010501,,,
675,675,11969,IN11A010,intrinsic neuron,BI,11A,826867708,acetylcholine,0.8802002813206311,LHS,,
676,676,11973,IN20A.22A003,intrinsic neuron,BR,20A.22A,1919830251,acetylcholine,0.6373962762287733,LHS,,
677,677,11974,DNp05,descending neuron,xn,,2041615117,acetylcholine,0.8673595651872464,,,
678,678,11975,DNxl117,descending neuron,xl,,2041156668,acetylcholine,0.978229474821354,,,
679,679,11976,IN01A015,intrinsic neuron,CR,01A,2057297190,acetylcholine,0.8153082239831038,LHS,,
680,680,11977,pMP2,descending neuron,xn,,2045547170,acetylcholine,0.9103294388654524,,,
681,681,11981,DNxl051,descending neuron,xl,,2030132558,acetylcholine,0.9700673907865623,,,
682,682,11982,IN21A008,intrinsic neuron,BR,21A,2360538169,glutamate,0.868850477773323,RHS,,
683,683,11985,AN19B021,ascending neuron,BA,19B,2106766702,acetylcholine,0.8405821907856701,LHS,,
684,684,11987,pMP2,descending neuron,xn,,2019618584,acetylcholine,0.9079837154697468,,,
685,685,11990,AN17A013,ascending neuron,IA,17A,2454780932,acetylcholine,0.942501065583058,RHS,,
686,686,11994,IN18B004,intrinsic neuron,BI,18B,2031531619,acetylcholine,0.9493081739346582,LHS,,
687,687,11999,AN08B014,ascending neuron,BA,08B,2041763085,acetylcholine,0.9545077997615702,RHS,,
688,688,12001,IN18B011,intrinsic neuron,BI,18B,1989681116,acetylcholine,0.9486478619260776,RHS,,
689,689,12012,DNxn176,descending neuron,xn,,2011701801,acetylcholine,0.8998874435400577,,,
690,690,12017,IN07B017,intrinsic neuron,BI,07B,2037684876,acetylcholine,0.8907435767186882,RHS,,
691,691,12018,AN09B009,ascending neuron,CA,09B,1687123188,acetylcholine,0.9610278987181344,LHS,,
692,692,12020,DNb01,descending neuron,xn,,1914808261,glutamate,0.9614028177415164,,,
693,693,12021,IN03A002,intrinsic neuron,IR,03A,2470525558,acetylcholine,0.819701770387697,LHS,,
694,694,12023,IN13A024,intrinsic neuron,IR,13A,653279516,glutamate,0.5133229378268779,RHS,,
695,695,12025,DNxl119,descending neuron,xl,,2071685995,acetylcholine,0.9293855018142652,,,
696,696,12026,IN13A007,intrinsic neuron,IR,13A,2555798089,gaba,0.6590655455080313,LHS,,
697,697,12029,DNxn066,descending neuron,xn,,1821657006,gaba,0.7336462381466543,,,
698,698,12036,AN17A023,ascending neuron,BA,17A,2002611702,acetylcholine,0.9671668667486522,RHS,,
699,699,12044,IN13B009,intrinsic neuron,CR,13B,3069232282,gaba,0.5760379444302348,LHS,,
700,700,12046,IN05B009,intrinsic neuron,BI,05B,2133380299,gaba,0.9116051118420228,RHS,,
701,701,12050,IN03A009,intrinsic neuron,IR,03A,2058357250,acetylcholine,0.8804937764965067,RHS,,
702,702,12053,IN19A016,intrinsic neuron,II,19A,2053326781,acetylcholine,0.6456289497141136,RHS,,
703,703,12061,IN16B005,intrinsic neuron,IR,16B,1993720237,glutamate,0.9608424257273976,LHS,,
704,704,12064,DNp33,descending neuron,ut,,1981938353,acetylcholine,0.9283459128098822,,,
705,705,12068,IN03A001,intrinsic neuron,IR,03A,1988266129,acetylcholine,0.8881500327576315,LHS,,
706,706,12070,,intrinsic neuron,BI,TBD,1988460548,acetylcholine,0.9102862594853844,LHS,,
707,707,12071,IN07B017,intrinsic neuron,BI,07B,1985639785,acetylcholine,0.8825933789539889,LHS,,
708,708,12082,IN18B011,intrinsic neuron,BI,18B,1979867230,acetylcholine,0.957641233789031,LHS,,
709,709,12086,,intrinsic neuron,BI,TBD,2309003773,gaba,0.5199561013103766,RHS,,
710,710,12088,IN06A005,intrinsic neuron,BI,06A,1997222987,gaba,0.9207622595377316,LHS,,
711,711,12093,IN16B016,intrinsic neuron,BR,16B,768147240,glutamate,0.9503206740584044,LHS,,
712,712,12094,IN18B002,intrinsic neuron,BI,18B,1968352289,acetylcholine,0.7723469200702777,RHS,,
713,713,12096,Pleural remotor/abductor MN,motor neuron,fl,TBD,1663258320,glutamate,0.4501934036415173,LHS,coxa stance,stance
714,714,12098,IN06A005,intrinsic neuron,BI,06A,1977105360,gaba,0.9109525393287125,RHS,,
715,715,12099,IN08A006,intrinsic neuron,IR,08A,2735608571,glutamate,0.8820899415623614,RHS,,
716,716,12104,IN13A009,intrinsic neuron,IR,13A,1954365868,gaba,0.8656632562711707,LHS,,
717,717,12108,,ascending neuron,CA,TBD,2071444041,glutamate,0.5090052453657451,RHS,,
718,718,12119,IN13A012,intrinsic neuron,IR,13A,1470496313,gaba,0.81241109081456,LHS,,
719,719,12120,IN03B031,intrinsic neuron,II,03B,1952393458,gaba,0.8532906216035444,RHS,,
720,720,12122,,intrinsic neuron,BR,TBD,1430843307,gaba,0.9538000250558288,RHS,,
721,721,12132,IN04B035,intrinsic neuron,BR,04B,579262086,acetylcholine,0.889554588558002,RHS,,
722,722,12134,Ti flexor MN,motor neuron,fl,15B,2781749098,glutamate,0.4511475317017175,LHS,tibia flex,stance
723,723,12135,IN21A017,intrinsic neuron,IR,21A,1971156342,acetylcholine,0.8941162967741001,LHS,,
724,724,12136,DNp03,descending neuron,ut,,1926696926,acetylcholine,0.8349453782448452,,,
725,725,12141,DNxn086,descending neuron,xn,,1926418000,acetylcholine,0.977051753198209,,,
726,726,12143,AN09B004,ascending neuron,BA,09B,1962889501,acetylcholine,0.946267183003508,RHS,,
727,727,12146,IN09B006,intrinsic neuron,BR,09B,1941654338,glutamate,0.934152036090954,LHS,,
728,728,12148,IN13B007,intrinsic neuron,CR,13B,1936262731,gaba,0.5017194559793235,LHS,,
729,729,12149,AN19B021,ascending neuron,BA,19B,2215618255,acetylcholine,0.8023639130012076,RHS,,
730,730,12150,IN12B006,intrinsic neuron,BI,12B,1915709771,gaba,0.8866551006371992,LHS,,
731,731,12155,DNxn123,descending neuron,xn,,1918326172,acetylcholine,0.8891469651407897,,,
732,732,12158,IN17A024,intrinsic neuron,IR,17A,1926053411,acetylcholine,0.911277690622213,LHS,,
733,733,12159,AN06A015,ascending neuron,BA,06A,2193872350,gaba,0.8778941678964267,RHS,,
734,734,12165,,ascending neuron,IA,TBD,2762295920,gaba,0.6827583873251958,RHS,,
735,735,12167,DNb09,descending neuron,xn,,2010497986,glutamate,0.9581709257881044,,,
736,736,12168,,ascending neuron,BA,TBD,2197715380,acetylcholine,0.936777975060762,RHS,,
737,737,12170,DNxn123,descending neuron,xn,,1921480702,acetylcholine,0.8675692594433189,,,
738,738,12172,DNxl116,descending neuron,xl,,1913946425,acetylcholine,0.8928035243739287,,,
739,739,12177,AN08B020,ascending neuron,BA,08B,1924079858,acetylcholine,0.980988134471386,LHS,,
740,740,12181,AN03A004,ascending neuron,BA,03A,2514624109,acetylcholine,0.8205683174980523,LHS,,
741,741,12188,IN01A019,intrinsic neuron,BI,01A,1998731932,acetylcholine,0.9088935616870236,LHS,,
742,742,12189,IN13B005,intrinsic neuron,CR,13B,1938989254,gaba,0.923274422527353,RHS,,
743,743,12191,IN18B008,intrinsic neuron,BI,18B,3314002011,glutamate,0.5614561881860621,LHS,,
744,744,12194,IN21A013,intrinsic neuron,IR,21A,2195856906,glutamate,0.9050715849465008,RHS,,
745,745,12197,IN13B008,intrinsic neuron,CR,13B,2508120162,glutamate,0.7092142180239885,LHS,,
746,746,12198,IN18B011,intrinsic neuron,BI,18B,2082754611,acetylcholine,0.9351216129255274,RHS,,
747,747,12202,IN21A011,intrinsic neuron,IR,21A,2257563904,acetylcholine,0.8311128482137446,LHS,,
748,748,12203,IN03B031,intrinsic neuron,II,03B,1904200816,gaba,0.8549048458233238,LHS,,
749,749,12205,IN17A020,intrinsic neuron,IR,17A,2253420604,acetylcholine,0.7659917904789079,LHS,,
750,750,12206,DNxn166,descending neuron,xn,,2012133034,gaba,0.912439243981211,,,
751,751,12214,DNxl028,descending neuron,xl,,1908671383,acetylcholine,0.9624595897588436,,,
752,752,12218,IN13B005,intrinsic neuron,CR,13B,2080272626,gaba,0.8948087835085375,LHS,,
753,753,12221,DNxl121,descending neuron,xl,,1885000103,acetylcholine,0.9787259958633444,,,
754,754,12229,,intrinsic neuron,BI,TBD,1896644494,acetylcholine,0.9692955872108806,LHS,,
755,755,12231,DNp03,descending neuron,ut,,1925775866,acetylcholine,0.8261993443364117,,,
756,756,12233,IN21A016,intrinsic neuron,IR,21A,2199528701,acetylcholine,0.6361112504355173,RHS,,
757,757,12238,IN16B005,intrinsic neuron,IR,16B,1893947123,glutamate,0.9208344274900424,RHS,,
758,758,12239,,ascending neuron,BA,TBD,3128104246,gaba,0.8597274484758024,RHS,,
759,759,12250,IN21A006,intrinsic neuron,IR,21A,2252273895,glutamate,0.8909791376646127,LHS,,
760,760,12252,,intrinsic neuron,BI,TBD,2084088721,gaba,0.8229168897803686,RHS,,
761,761,12257,DNxn086,descending neuron,xn,,1922175177,acetylcholine,0.979531022500302,,,
762,762,12259,DNa09,descending neuron,xn,,1883238822,acetylcholine,0.9048725550674356,,,
763,763,12260,IN21A009,intrinsic neuron,IR,21A,2435719636,glutamate,0.9412783653339696,RHS,,
764,764,12262,IN11B005,intrinsic neuron,BI,11B,1883883294,gaba,0.6932382552015691,LHS,,
765,765,12268,IN01B006,intrinsic neuron,IR,01B,472824384,glutamate,0.5057519107218162,RHS,,
766,766,12272,DNxl028,descending neuron,xl,,1955129418,acetylcholine,0.965552802910547,,,
767,767,12275,DNa04,descending neuron,ut,,1889299239,acetylcholine,0.9131384714834652,,,
768,768,12276,IN03A005,intrinsic neuron,II,03A,1883342927,acetylcholine,0.9094554693570338,RHS,,
769,769,12283,IN21A016,intrinsic neuron,IR,21A,2127603686,acetylcholine,0.7144751822279503,LHS,,
770,770,12285,IN14A002,intrinsic neuron,CR,14A,2138368925,glutamate,0.840632582812297,RHS,,
771,771,12289,IN10B002,intrinsic neuron,BR,10B,1880110772,acetylcholine,0.9790254454945668,RHS,,
772,772,12291,DNp33,descending neuron,ut,,1850292580,acetylcholine,0.8966049193594324,,,
773,773,12302,IN16B005,intrinsic neuron,IR,16B,1868441715,glutamate,0.9506085564921444,LHS,,
774,774,12304,DNb09,descending neuron,xn,,1852414003,glutamate,0.9552516457698872,,,
775,775,12305,,ascending neuron,BA,TBD,1900963347,acetylcholine,0.94848502280113,RHS,,
776,776,12319,DNa05,descending neuron,ut,,1899679727,acetylcholine,0.9118104709327144,,,
777,777,12325,IN18B004,intrinsic neuron,BI,18B,2227928124,acetylcholine,0.9598392590865688,RHS,,
778,778,12332,DNg38,descending neuron,xl,,1843779643,gaba,0.9494244706650264,,,
779,779,12338,IN14A001,intrinsic neuron,CR,14A,2104793725,glutamate,0.9608760439239242,RHS,,
780,780,12342,,ascending neuron,BA,TBD,1775065443,gaba,0.9251662402050904,LHS,,
781,781,12343,IN12B005,intrinsic neuron,BI,12B,2149712398,gaba,0.8321226837760709,RHS,,
782,782,12346,,intrinsic neuron,BI,TBD,1850326127,acetylcholine,0.9355290082841372,RHS,,
783,783,12348,AN17A023,ascending neuron,BA,17A,1810210361,acetylcholine,0.9464571174219614,LHS,,
784,784,12349,,ascending neuron,CA,TBD,1857189708,acetylcholine,0.9624448443643742,LHS,,
785,785,12352,IN16B004,intrinsic neuron,IR,16B,1846430571,glutamate,0.9251261758915462,RHS,,
786,786,12354,IN06B026,intrinsic neuron,BR,06B,1741635366,gaba,0.8508659670860796,RHS,,
787,787,12356,IN20A.22A022,intrinsic neuron,IR,20A.22A,417682301,acetylcholine,0.7150661262476998,RHS,,
788,788,12358,DNp04,descending neuron,lt,,1832801752,acetylcholine,0.9240904214109774,,,
789,789,12366,IN08B016,intrinsic neuron,BI,08B,2104480102,acetylcholine,0.8998820630690385,LHS,,
790,790,12375,IN19A002,intrinsic neuron,BR,19A,2174472709,gaba,0.7240543606266537,RHS,,
791,791,12376,IN13A002,intrinsic neuron,IR,13A,4582751907,gaba,0.6244372680694766,RHS,,
792,792,12380,pIP9,descending neuron,xn,,1820221570,glutamate,0.9547580534142648,,,
793,793,12396,Tergopleural/Pleural promotor MN,motor neuron,fl,08A,1539817788,glutamate,0.5697814068570733,LHS,coxa swing,swing
794,794,12402,AN19B023,ascending neuron,BA,19B,2085589574,acetylcholine,0.9029690566107408,LHS,,
795,795,12403,IN14A001,intrinsic neuron,BR,14A,1811921983,glutamate,0.949954843767878,RHS,,
796,796,12406,DNa09,descending neuron,xn,,1795746032,acetylcholine,0.8931091330603105,,,
797,797,12412,IN20A.22A009,intrinsic neuron,IR,20A.22A,2121634142,acetylcholine,0.7648779848707055,RHS,,
798,798,12416,AN08B020,ascending neuron,BA,08B,2152735307,acetylcholine,0.9637823562020226,RHS,,
799,799,12423,IN06B024,intrinsic neuron,BI,06B,1809287664,gaba,0.7009893884662598,LHS,,
800,800,12427,AN09B009,ascending neuron,CA,09B,1775153817,acetylcholine,0.9665992564602304,RHS,,
801,801,12431,DNb01,descending neuron,xn,,1774372151,glutamate,0.9584137704531196,,,
802,802,12439,DNxl117,descending neuron,xl,,1759771956,acetylcholine,0.9685423244229656,,,
803,803,12440,IN10B001,intrinsic neuron,BI,10B,2166650909,acetylcholine,0.9261056693735616,RHS,,
804,804,12441,AN08B020,ascending neuron,BA,08B,2059439427,acetylcholine,0.9662007602008298,LHS,,
805,805,12451,DNxl115,descending neuron,xl,,1791976107,gaba,0.8865796060983397,,,
806,806,12455,DNxl116,descending neuron,xl,,1782106394,acetylcholine,0.8531635227011583,,,
807,807,12462,AN19B020,ascending neuron,BA,19B,1906881867,acetylcholine,0.4816564686842641,LHS,,
808,808,12464,AN19B023,ascending neuron,BA,19B,2120183673,acetylcholine,0.9100747620216896,RHS,,
809,809,12466,DNxl114,descending neuron,xl,,1858537839,gaba,0.7496854388854411,,,
810,810,12472,,intrinsic neuron,BI,TBD,1770512705,gaba,0.8215531467072709,LHS,,
